"BECLOMETHASONE , 口鼻噴霧/吸入劑 , 50.00 MCG","267,170"
"CARBENOXOLONE , 口內膏 , 20.00  MG/GM , 5.00 GM","7,834"
"CHLORHEXIDINE , 外用液劑 , 2.00  MG/ML , 200.00 ML","497,773"
"CHLOROPHYLL SODIUM COPPER , 一般錠劑膠囊劑 , 25.00 MG","1,788"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 1.00 GM","94,058"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 2.00 GM","57,941"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 5.00 GM","290,250"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 8.00 GM","1,182"
"EPINEPHRINE , 外用液劑 , 1.00  MG/ML , 1.00 ML","730,429"
"TRIAMCINOLONE , 外用錠劑 , 25.00 MCG","11,130"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 1.00 GM","100,904"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.00 GM",256
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.50 GM","65,462"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 5.00 GM","244,816"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 6.00 GM","170,072"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 10.00 GM",366
"ALUMINUM CHLORHYDROXYALLANTOINATE (=ALCOXA) , 一般錠劑膠囊劑 , 100.00 MG","3,145"
"ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG,一般錠劑膠囊劑,","90,843,399"
"ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) , 一般錠劑膠囊劑 , 100.00 MG","12,576,460"
"ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,一般錠劑膠囊劑,","33,776,267"
"ALUMINUM HYDROXIDE 400MG + ALUMINUM SILICATE 100MG + MAGNESIUM OXIDE 140MG+ HISTIDINE 20MG, 一般錠劑膠囊劑,","11,872"
"PHENOBARBITAL 8.1MG + HOMATROPINE METHYLBROMIDE 1.8mg + ALUMINUMHYDROXIDE DRIED GEL 243MG + MAGNESIUM TRISILICATE&nbsp;81MG, 一般錠劑膠囊劑","24,387"
"ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG +HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG, 一般錠劑膠囊劑,","1,775,202"
"ALUMINUM HYDROXIDE DRIED GEL 150MG+ALUMINUM SILICATE 225MG + SCOPOLIAEXTRACT 5MG + GLYCINE 60MG + BENZOCAINE 25MG + CHLOROPHYLL SODIUM COPPER5MG+NIACINAMIDE 5MG+PANTOTHENATE CALCIUM 10MG+TAURINE 25MG+GLYCYRRHIZAEXTRACT 5MG, 一般錠劑膠囊劑","9,863"
"ALUMINUM HYDROXIDE , 一般錠劑膠囊劑 , 300.00 MG","21,910"
"ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG +GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG +PIPERIDOLATE 1.5MG, 一般錠劑膠囊劑,","278,679"
"ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE, 一般錠劑膠囊劑,","22,516"
