"BECLOMETHASONE , 口鼻噴霧/吸入劑 , 50.00 MCG","241,671"
"CARBENOXOLONE , 口內膏 , 20.00  MG/GM , 5.00 GM","5,142"
"CHLORHEXIDINE , 外用液劑 , 2.00  MG/ML , 200.00 ML","595,208"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 1.00 GM","122,973"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 2.00 GM","60,708"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 5.00 GM","317,384"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 8.00 GM","1,523"
"EPINEPHRINE , 外用液劑 , 1.00  MG/ML , 1.00 ML","972,698"
"TRIAMCINOLONE , 外用錠劑 , 25.00 MCG","12,295"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 1.00 GM","137,868"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.00 GM",333
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.50 GM","61,639"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 5.00 GM","219,565"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 6.00 GM","228,789"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 10.00 GM",381
"ALUMINUM CHLORHYDROXYALLANTOINATE (=ALCOXA) , 一般錠劑膠囊劑 , 100.00 MG",676
"ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG,一般錠劑膠囊劑,","85,445,671"
"ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) , 一般錠劑膠囊劑 , 100.00 MG","9,477,503"
"ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,一般錠劑膠囊劑,","34,002,912"
"ALUMINUM HYDROXIDE 400MG + ALUMINUM SILICATE 100MG + MAGNESIUM OXIDE 140MG+ HISTIDINE 20MG, 一般錠劑膠囊劑,",398
"PHENOBARBITAL 8.1MG + HOMATROPINE METHYLBROMIDE 1.8mg + ALUMINUMHYDROXIDE DRIED GEL 243MG + MAGNESIUM TRISILICATE&nbsp;81MG, 一般錠劑膠囊劑","18,611"
"ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG +HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG, 一般錠劑膠囊劑,","279,522"
"ALUMINUM HYDROXIDE DRIED GEL 150MG+ALUMINUM SILICATE 225MG + SCOPOLIAEXTRACT 5MG + GLYCINE 60MG + BENZOCAINE 25MG + CHLOROPHYLL SODIUM COPPER5MG+NIACINAMIDE 5MG+PANTOTHENATE CALCIUM 10MG+TAURINE 25MG+GLYCYRRHIZAEXTRACT 5MG, 一般錠劑膠囊劑",147
"ALUMINUM HYDROXIDE , 一般錠劑膠囊劑 , 300.00 MG","14,540"
"ALUMINUM HYDROXIDE GEL 125MG+MAGNESIUM CARBONATE 125MG+BELLADONNAEXTRACT 6MG+PROPANTHELINE BROMIDE 12.5MG+PHENOBARBITAL 10MG,一般錠劑膠囊劑",16
"ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG +GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG +PIPERIDOLATE 1.5MG, 一般錠劑膠囊劑,","280,011"
"ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE, 一般錠劑膠囊劑,","101,982"
"ALUMINUM SILICATE 845MG + GLYCYRRHIZIC ACID 150MG, 口服顆粒劑,","27,456"
"AZULENE , 一般錠劑膠囊劑 , 2.00 MG","9,287,844"
"AZULENE , 一般錠劑膠囊劑 , 20.00 MG",45
"AZULENE , 口服顆粒劑 , 10.00 MG","2,809"
"GUAIAZULENE SODIUM SULFONATE 2MG+SODIUM BICARBONATE 20MG,一般錠劑膠囊劑","2,599"
"BENACTYZINE 10MG + ALUMINUM HYDROXIDE 100MG + CHLOROPHYLLIN 1MG, 一般錠劑膠囊劑,","3,683"
"BISMUTH SUBCARBONATE , 一般錠劑膠囊劑 , 324.00 MG","3,336,528"
"BISMUTH SUBCITRATE or BISMUTH SUBNITRATE , 一般錠劑膠囊劑 , 300.00 MG","193,523"
"BUTINOLIN 2MG + ALUMINUM HYDROXIDE 200MG + CALCIUM CARBONATE 300MG, 一般錠劑膠囊劑,","2,677,024"
"BUTINOLIN 2MG + BISMUTH SUBNITRATE 150MG + CALCIUM CARBONATE 600MG, 一般錠劑膠囊劑,","407,569"
"CARBENOXOLONE , 一般錠劑膠囊劑 , 50.00 MG","1,299"
"CIMETIDINE , 一般錠劑膠囊劑 , 200.00 MG","49,437,094"
"CIMETIDINE , 一般錠劑膠囊劑 , 300.00 MG","29,730,704"
"CIMETIDINE , 一般錠劑膠囊劑 , 400.00 MG","9,316,209"
"CIMETIDINE , 一般錠劑膠囊劑 , 800.00 MG","4,404"
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 1.00 ML","3,825"
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 15.00 ML","126,314"
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 20.00 ML",105
"CIMETIDINE , 注射劑 , 200.00 MG","159,706"
"CIMETIDINE , 注射劑 , 300.00 MG","58,166"
"DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG, 一般錠劑膠囊劑,","584,278"
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG, 一般錠劑膠囊劑,","169,007"
"DICYCLOMINE 5MG/GM + ALUMINUM HYDROXIDE 400MG/GM + MAGNESIUM OXIDE200MG/GM, 口服顆粒劑, 100.00GM",44
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 1.00ML","34,340"
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 20.00ML",1
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 200.00ML",173
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG +PHENOBARBITAL 10MG, 一般錠劑膠囊劑,","62,793"
"DICYCLOMINE 2.00MG/GM + BUTYLSCOPOLAMINE 2.00MG/GM + MAGNESIUM ALUMINUMHYDROXIDE CO-DRIED GEL 350.00MG/GM  + MAGNESIUM OXIDE 40.00MG/GM +CHLORDIAZEPOXIDE 5.00MG/GM + CHLOROPHYLL SODIUM COPPER 3.00MG/GM, 口服顆粒劑,1.00GM","1,025"
"DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUMSILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLLSODIUM COPPER 3MG, 一般錠劑膠囊劑,","30,063,815"
"DICYCLOMINE 1MG + SCOPOLAMINE 1MG + CHLORDIAZEPOXIDE 2.5MG + ALUMINUMSILICATE 30MG + MAGALDRAT 175MG + MAGNESIUM OXIDE 20MG + CHLOROPHYLLSODIUM COPPER 1.5MG, 一般錠劑膠囊劑,","2,702"
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 20.00 MG","2,665"
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 40.00 MG","21,568,683"
"ESOMEPRAZOLE , 口服顆粒劑 , 10.00 MG",252
"ESOMEPRAZOLE , 注射劑 , 40.00 MG","789,364"
"FAMOTIDINE , 一般錠劑膠囊劑 , 20.00 MG","84,694,853"
"FAMOTIDINE , 一般錠劑膠囊劑 , 40.00 MG","430,080"
"FAMOTIDINE , 口服顆粒劑 , 20.00 MG","171,471"
"FAMOTIDINE , 注射劑 , 20.00 MG","355,479"
"FAMOTIDINE , 注射劑 , 40.00 MG",23
"FAMOTIDINE , 注射劑 , 100.00 MG",12
"GEFARNATE , 一般錠劑膠囊劑 , 50.00 MG","1,110"
"GEFARNATE , 一般錠劑膠囊劑 , 100.00 MG",812
"HISTIDINE , 注射劑 , 200.00 MG","2,939"
"homatropine 1-1.25mg + aluminum hydroxide 0-300mg, 一般錠劑膠囊劑","5,559,499"
