"BECLOMETHASONE , 口鼻噴霧/吸入劑 , 50.00 MCG","150,422"
"CARBENOXOLONE , 口內膏 , 20.00  MG/GM , 5.00 GM","3,159"
"CHLORHEXIDINE , 外用液劑 , 2.00  MG/ML , 200.00 ML","273,015"
"CHLOROPHYLL SODIUM COPPER , 一般錠劑膠囊劑 , 25.00 MG","34,631"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 1.00 GM","32,325"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 2.00 GM","48,704"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 5.00 GM","168,059"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 8.00 GM",133
"EPINEPHRINE , 外用液劑 , 1.00  MG/ML , 1.00 ML","204,756"
"TRIAMCINOLONE , 外用錠劑 , 25.00 MCG","7,024"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 1.00 GM","57,762"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.00 GM","23,862"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.50 GM","44,502"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 5.00 GM","260,874"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 6.00 GM","5,494"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 10.00 GM",257
"ALUMINUM CHLORHYDROXYALLANTOINATE (=ALCOXA) , 一般錠劑膠囊劑 , 100.00 MG","16,684"
"ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG,一般錠劑膠囊劑,","109,858,641"
"ALUMINUM DIHYDROXYALLANTOINATE 100MG/GM + ALUMINUM MAGNESIUM SILICATE100MG/GM, 口服顆粒劑, 1.00GM","1,168"
"ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) , 一般錠劑膠囊劑 , 100.00 MG","21,019,720"
"ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,一般錠劑膠囊劑,","15,049,653"
