"BECLOMETHASONE , 口鼻噴霧/吸入劑 , 50.00 MCG","238,331"
"CARBENOXOLONE , 口內膏 , 20.00  MG/GM , 5.00 GM","8,849"
"CHLORHEXIDINE , 外用液劑 , 2.00  MG/ML , 200.00 ML","450,321"
"CHLOROPHYLL SODIUM COPPER , 一般錠劑膠囊劑 , 25.00 MG","5,680"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 1.00 GM","71,574"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 2.00 GM","55,176"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 5.00 GM","273,525"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 8.00 GM","1,094"
"EPINEPHRINE , 外用液劑 , 1.00  MG/ML , 1.00 ML","741,733"
"TRIAMCINOLONE , 外用錠劑 , 25.00 MCG","19,370"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 1.00 GM","77,320"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.00 GM","1,423"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.50 GM","63,116"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 5.00 GM","249,406"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 6.00 GM","135,112"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 10.00 GM",172
"ALUMINUM CHLORHYDROXYALLANTOINATE (=ALCOXA) , 一般錠劑膠囊劑 , 100.00 MG","3,629"
"ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG,一般錠劑膠囊劑,","91,016,568"
"ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) , 一般錠劑膠囊劑 , 100.00 MG","13,666,189"
"ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,一般錠劑膠囊劑,","33,525,964"
"ALUMINUM HYDROXIDE 400MG + ALUMINUM SILICATE 100MG + MAGNESIUM OXIDE 140MG+ HISTIDINE 20MG, 一般錠劑膠囊劑,","12,881"
"PHENOBARBITAL 8.1MG + HOMATROPINE METHYLBROMIDE 1.8mg + ALUMINUMHYDROXIDE DRIED GEL 243MG + MAGNESIUM TRISILICATE&nbsp;81MG, 一般錠劑膠囊劑","33,293"
"ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG +HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG, 一般錠劑膠囊劑,","1,564,839"
"ALUMINUM HYDROXIDE DRIED GEL 150MG+ALUMINUM SILICATE 225MG + SCOPOLIAEXTRACT 5MG + GLYCINE 60MG + BENZOCAINE 25MG + CHLOROPHYLL SODIUM COPPER5MG+NIACINAMIDE 5MG+PANTOTHENATE CALCIUM 10MG+TAURINE 25MG+GLYCYRRHIZAEXTRACT 5MG, 一般錠劑膠囊劑","10,940"
"ALUMINUM HYDROXIDE , 一般錠劑膠囊劑 , 300.00 MG","15,841"
"ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG +GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG +PIPERIDOLATE 1.5MG, 一般錠劑膠囊劑,","319,924"
"ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE, 一般錠劑膠囊劑,","36,899"
"ALUMINUM SILICATE 845MG + GLYCYRRHIZIC ACID 150MG, 口服顆粒劑,","13,097"
"AZULENE , 一般錠劑膠囊劑 , 2.00 MG","10,538,703"
"AZULENE , 一般錠劑膠囊劑 , 20.00 MG",42
"AZULENE , 口服顆粒劑 , 10.00 MG","1,975"
"GUAIAZULENE SODIUM SULFONATE 2MG+SODIUM BICARBONATE 20MG,一般錠劑膠囊劑","14,463"
"BENACTYZINE 10MG + ALUMINUM HYDROXIDE 100MG + CHLOROPHYLLIN 1MG, 一般錠劑膠囊劑,","141,729"
"BISMUTH SUBCARBONATE , 一般錠劑膠囊劑 , 324.00 MG","3,132,724"
"BISMUTH SUBCITRATE or BISMUTH SUBNITRATE , 一般錠劑膠囊劑 , 300.00 MG","289,924"
"BUTINOLIN 2MG + ALUMINUM HYDROXIDE 200MG + CALCIUM CARBONATE 300MG, 一般錠劑膠囊劑,","6,899,856"
"BUTINOLIN 2MG + BISMUTH SUBNITRATE 150MG + CALCIUM CARBONATE 600MG, 一般錠劑膠囊劑,","1,273,059"
"CARBENOXOLONE , 一般錠劑膠囊劑 , 50.00 MG","2,120"
"CETRAXATE , 一般錠劑膠囊劑 , 100.00 MG",114
"CETRAXATE , 一般錠劑膠囊劑 , 200.00 MG",168
"CIMETIDINE , 一般錠劑膠囊劑 , 200.00 MG","38,700,292"
"CIMETIDINE , 一般錠劑膠囊劑 , 300.00 MG","33,000,630"
"CIMETIDINE , 一般錠劑膠囊劑 , 400.00 MG","10,177,171"
"CIMETIDINE , 一般錠劑膠囊劑 , 800.00 MG","1,169"
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 1.00 ML","2,679"
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 10.00 ML",6
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 15.00 ML","14,835"
"CIMETIDINE , 注射劑 , 200.00 MG","200,861"
"CIMETIDINE , 注射劑 , 300.00 MG","71,746"
"DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG, 一般錠劑膠囊劑,","520,093"
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG, 一般錠劑膠囊劑,","191,761"
"DICYCLOMINE 5MG/GM + ALUMINUM HYDROXIDE 400MG/GM + MAGNESIUM OXIDE200MG/GM, 口服顆粒劑, 100.00GM","2,420"
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 1.00ML","17,749"
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 20.00ML",18
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 200.00ML",89
"DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG +METHYLMETHIONINE 12.5MG, 一般錠劑膠囊劑,","6,478,279"
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG +PHENOBARBITAL 10MG, 一般錠劑膠囊劑,","147,395"
"DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + MAGNESIUMALUMINUM HYDROXIDE CO-DRIED GEL 350MG + CHLOROPHYLL SODIUM COPPER 3MG, 一般錠劑膠囊劑,","61,690"
"DICYCLOMINE 1MG + BUTYLSCOPOLAMINE 1MG + CHLORDIAZEPOXIDE 2.5MG +MAGALDRATE 175MG + MAGNESIUM OXIDE 20MG + CHLOROPHYLL SODIUM COPPER 1.5MG,一般錠劑膠囊劑,",166
"DICYCLOMINE 2.00MG/GM + BUTYLSCOPOLAMINE 2.00MG/GM + MAGNESIUM ALUMINUMHYDROXIDE CO-DRIED GEL 350.00MG/GM  + MAGNESIUM OXIDE 40.00MG/GM +CHLORDIAZEPOXIDE 5.00MG/GM + CHLOROPHYLL SODIUM COPPER 3.00MG/GM, 口服顆粒劑,1.00GM","8,444"
"DICYCLOMINE 2.00MG + BUTYLSCOPOLAMINE 2.00MG + CHLORDIAZEPOXIDE 5.00MG +MAGALDRATE 350.00MG + MAGNESIUM 40.00MG + ALUMINUM SILICATE 60.00MG, 一般錠劑膠囊劑,","5,515,299"
"DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUMSILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLLSODIUM COPPER 3MG, 一般錠劑膠囊劑,","11,884,116"
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 20.00 MG",68
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 40.00 MG","17,318,793"
"ESOMEPRAZOLE , 口服顆粒劑 , 10.00 MG","1,076"
"ESOMEPRAZOLE , 注射劑 , 40.00 MG","148,030"
