"BECLOMETHASONE , 口鼻噴霧/吸入劑 , 50.00 MCG","188,441"
"CARBENOXOLONE , 口內膏 , 20.00  MG/GM , 5.00 GM","4,400"
"CHLORHEXIDINE , 外用液劑 , 2.00  MG/ML , 200.00 ML","362,746"
"CHLOROPHYLL SODIUM COPPER , 一般錠劑膠囊劑 , 25.00 MG","12,721"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 1.00 GM","47,492"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 2.00 GM","67,373"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 5.00 GM","211,820"
"DEXAMETHASONE , 口內膏 , 1.00  MG/GM , 8.00 GM",547
"EPINEPHRINE , 外用液劑 , 1.00  MG/ML , 1.00 ML","286,675"
"TRIAMCINOLONE , 外用錠劑 , 25.00 MCG","10,260"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 1.00 GM","62,292"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.00 GM","4,927"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 3.50 GM","56,613"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 5.00 GM","311,784"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 6.00 GM","16,248"
"TRIAMCINOLONE , 口內膏 , 1.00  MG/GM , 10.00 GM",48
"ALUMINUM CHLORHYDROXYALLANTOINATE (=ALCOXA) , 一般錠劑膠囊劑 , 100.00 MG","5,937"
"ALUMINUM DIHYDROXYALLANTOINATE 50MG + ALUMINUM MAGNESIUM SILICATE 450MG,一般錠劑膠囊劑,","100,775,198"
"ALUMINUM DIHYDROXYALLANTOINATE 100MG/GM + ALUMINUM MAGNESIUM SILICATE100MG/GM, 口服顆粒劑, 1.00GM","2,122"
"ALUMINUM DIHYDROXYALLANTOINATE (=ALDIOXA) , 一般錠劑膠囊劑 , 100.00 MG","21,460,059"
"ALUMINUM HYDROXIDE 30MG + MAGNESIUM CARBONATE 40MG + ALGINIC ACID 200MG,一般錠劑膠囊劑,","23,482,945"
"ALUMINUM HYDROXIDE 400MG + ALUMINUM SILICATE 100MG + MAGNESIUM OXIDE 140MG+ HISTIDINE 20MG, 一般錠劑膠囊劑,","57,696"
"PHENOBARBITAL 8.1MG + HOMATROPINE METHYLBROMIDE 1.8mg + ALUMINUMHYDROXIDE DRIED GEL 243MG + MAGNESIUM TRISILICATE&nbsp;81MG, 一般錠劑膠囊劑","60,241"
